Codigo	Descripcion	Precio Costo	Precio Venta	Precio Mayoreo	Inventario	Inv. Minimo	Departamento
7.79818E+12	Feline Full-Spot 0.5-2kg INTERNO Y EXTERNO 	$0.00	$280.00	$190.00	5	3	telvet
7.50228E+12	Felvital Itraconazol Susp 60 Ml 	$250.00	$380.00	$250.00	0	0	zegues
7.50228E+12	Felvital L-Carnitina 80ml	$239.00	$280.00	$260.00	4	0	dist.gomez tagle
7.50228E+12	Felvital Taurina 80ml	$239.00	$280.00	$262.00	1	0	dist.gomez tagle
7.89804E+12	Fiprolex	$0.00	$230.00	$180.00	0	1	- Sin Departamento -
7.50636E+12	Fipromed 40 Kg	$170.00	$400.00	$200.00	0	1	ESPINOSA
7.50636E+12	Fipromed Gatos 5kg	$125.00	$250.00	$140.00	1	2	ESPINOSA
7.50636E+12	Fipromed Hasta 10 Kg	$137.00	$250.00	$160.00	4	2	ESPINOSA
7.50636E+12	Fipromed Hasta 20 Kg	$145.00	$300.00	$170.00	2	2	ESPINOSA
7.50636E+12	Fipromed Hasta 30 Kg	$153.00	$380.00	$180.00	2	2	ESPINOSA
7.50636E+12	Fipromed Hasta 5 Kg	$130.00	$200.00	$150.00	1	2	ESPINOSA
7.50228E+12	Flagyplex Antiparasitario Y Giardicida De 60 Ml 	$149.00	$200.00	$170.00	2	3	telvet
 J3K15249 DIC 2027	Flaxol Susp.30 Ml	$61.00	$160.00	$110.00	2	2	- Sin Departamento -
 1E3925B	Flexadin	$281.00	$450.00	$0.00	6	1	ESPINOSA
 22333-F	Flohsin	$75.00	$100.00	$0.00	0	2	ADLER
7.79804E+12	Floxaday 400mg	$357.00	$450.00	$411.00	2	1	segavet
7.79804E+12	Flurbiprofeno	$364.00	$420.00	$418.00	2	1	segavet
7.50636E+12	Forte Spray	$125.00	$150.00	$145.00	3	2	segavet
7.34448E+11	Fortex Tabletas	$175.00	$300.00	$205.00	1	2	- Sin Departamento -
 FRECAR	Frecardyl	$284.00	$350.00	$0.00	1	0	SANTA MARIA
7.50634E+12	Fres Care PR	$141.00	$200.00	$0.00	1	0	DYSVET
7.50634E+12	Fresh Care BB	$141.00	$200.00	$0.00	1	0	DYSVET
7.50634E+12	Fresh Care CH	$141.00	$200.00	$0.00	1	0	DYSVET
7.50634E+12	Fresh Care Ck 	$141.00	$200.00	$0.00	1	0	DYSVET
7.50634E+12	Fresh Care DK	$141.00	$200.00	$0.00	1	0	DYSVET
7.50634E+12	Fresh Care ET	$141.00	$200.00	$0.00	1	0	DYSVET
7.50634E+12	Fresh Carr AM 	$141.00	$200.00	$0.00	1	0	DYSVET
7.50647E+12	Frontline Spray 100ml Solucion Cutanea	$221.00	$250.00	$255.00	0	1	telvet
7.50647E+12	Frontline Spray 250ml Ectoparasiticida	$363.00	$450.00	$418.00	1	1	telvet
7.50635E+12	Fungoflux 14 Tab	$220.00	$350.00	$250.00	3	3	ESPINOSA
7.5021E+12	Furacine 100g	$143.00	$250.00	$165.00	1	1	MERAGRO
7.50223E+12	Furosi Pets M	$109.80	$250.00	$150.00	2	1	SANTA MARIA
7.50223E+12	Furosi Pets S 	$84.00	$160.00	$96.00	1	1	SANTA MARIA
7.50223E+12	Furosipets L	$127.00	$280.00	$150.00	2	1	SANTA MARIA
7.34448E+11	GENTEX 100 ML 	$358.00	$550.00	$420.00	0	0	aranda 
7.50223E+12	Gabapentin S 50mg	$129.00	$280.00	$200.00	1	1	SANTA MARIA
7.50223E+12	Gabapetin L	$312.00	$550.00	$450.00	0	0	SANTA MARIA
7.50223E+12	Gabapetin M	$195.00	$380.00	$280.00	1	1	SANTA MARIA
7.50223E+12	Gabapetin XL	$391.00	$500.00	$0.00	1	0	SANTA MARIA
7.50157E+12	Gasa Seca 	$110.00	$160.00	$135.00	47	10	distr. tapachula
7.79804E+12	Gel Antiplaca 	$141.00	$250.00	$163.00	1	1	segavet
7.50636E+12	Gentadex	$148.00	$200.00	$171.00	0	1	- Sin Departamento -
7.93888E+11	Geriapet 60 Tab	$381.00	$650.00	$440.00	1	1	DEL VALLE
7.50228E+12	Geriaplex (perros De Edad Avanzada)	$380.00	$550.00	$450.00	0	1	gomez tagle
7.50228E+12	Gi Restore	$498.00	$700.00	$600.00	4	2	dist.gomez tagle
7.50634E+12	Giardi Pets Plus Rojo Caja Tab  20kg	$350.00	$550.00	$500.00	1	2	gomez tagle
7.50634E+12	Giardi Pets Plus Suspension 60ml 	$203.00	$400.00	$0.00	1	0	DYSVET
7.50634E+12	Giardi Pets Plus Verde Caja 10Kg	$311.00	$550.00	$380.00	2	20	DYSVET
7.50634E+12	Giardipets Plus Amarillo Caja Tab  1 Kg	$200.00	$300.00	$12.50	1	20	gomez tagle
7.50226E+12	Gorbazoo 30 Tabs	$83.00	$180.00	$100.00	1	1	HUIMANGUILLO
7.50226E+12	Gorbazoo 60ml	$50.00	$150.00	$100.00	3	1	HUIMANGUILLO
7.50636E+12	Gramicidin Oftalmico	$0.00	$240.00	$200.00	6	0	- Sin Departamento -
7.50109E+12	Grinolon 10 Ml 	$91.00	$150.00	$121.00	7	1	LAS POTRANCAS
7.50226E+12	Growlac Pets  450g	$121.00	$250.00	$200.00	3	3	HUIMANGUILLO
1.75022E+13	Guantes Esteriles Ch	$120.00	$200.00	$138.00	1	1	- Sin Departamento -
1.75022E+13	Guantes Esteriles Med 	$0.00	$200.00	$0.00	0	2	- Sin Departamento -
 GUA-NE	Guayabera Negra	$80.00	$180.00	$0.00	1	1	accesorios
7.50657E+12	HEPATO PEEK	$327.00	$500.00	$0.00	2	0	aranda 
7.34448E+11	HEPATOPETS 	$179.00	$450.00	$350.00	0	2	aranda 
 HISOPOS	HISOPOS ESTERILES	$517.00	$750.00	$595.00	1	0	SAN LUIS
7.50302E+12	HUMECTAN	$110.00	$200.00	$180.00	0	0	- Sin Departamento -
7.34448E+11	HYDRA PETS	$95.00	$150.00	$0.00	2	0	SANTA MARIA
930879004	Heartgard 12-22kg	$80.00	$150.00	$92.00	1	1	- Sin Departamento -
930879104	Heartgard 23-45kg 	$105.00	$200.00	$121.00	3	2	SANTA MARIA
7.50635E+12	Hemofin 30 Tabs	$903.00	"$1,250.00"	"$1,100.00"	1	0	ESPINOSA
7.89805E+12	Hemolitan Pets 30ml Oral 	$270.00	$400.00	$350.00	3	1	- Sin Departamento -
123	Hepagen	$650.00	$950.00	$0.00	1	0	SANTA MARIA
7.50303E+12	Higado De Cerdo Premios Maka	$50.00	$100.00	$70.00	2	1	alimentos colibri
7.50303E+12	Hueso Horneado 	$60.00	$150.00	$0.00	0	1	alimentos colibri
7.79804E+12	IQ 180	$460.00	$600.00	$0.00	2	0	segavet
8.71318E+12	Incurin  30 Comprimidos	$423.00	$550.00	$490.00	2	1	DIPROFARVET
7.50635E+12	Inmuno-Vet	$280.00	$400.00	$297.00	3	2	ESPINOSA
7.50635E+12	Inmunovet-Pro	$723.00	$900.00	$0.00	0	0	ESPINOSA
 IP 2	Ipakitine 300 G	$690.00	$990.00	$800.00	3	1	segavet
 IPAKITINE	Ipakitine 60grs	$237.00	$480.00	$380.00	3	1	segavet
7.50223E+12	Itracona Pets  M 50 Mg	$247.00	$390.00	$330.00	0	1	SANTA MARIA
7.50223E+12	Itracona Pets L 125 Mg	$358.00	$620.00	$500.00	0	1	SANTA MARIA
7.50223E+12	Itracona Pets S 25 Mg	$164.00	$260.00	$200.00	2	1	SANTA MARIA
7.50109E+12	Itrasek 20 Tabletas	$397.50	$550.00	$470.00	1	1	el vaquero
7.50156E+12	Jabon Antiseptico 125ml	$45.00	$100.00	$55.00	1	0	accesorios
 12345678+9	Jabon Avena Urus	$0.00	$80.00	$0.00	0	0	- Sin Departamento -
7.50635E+12	Jabon Insecticida 100gr	$74.00	$130.00	$100.00	20	2	ESPINOSA
 J2G14346	K-Micin Inyectable 20ml	$100.00	$150.00	$115.00	3	1	- Sin Departamento -
 K061021	K-Omexin  30 Tabletas 	$126.00	$250.00	$145.00	1	1	DYSVET
1.23457E+11	KANTEK VETERANO POR KG	$0.00	$140.00	$0.00	9	5	- Sin Departamento -
7.50635E+12	KIR-ANTHEL  2.5 	$17.20	$50.00	$40.00	235	0	ESPINOSA
7.50156E+12	KIT PASTA DENTAL	$58.00	$150.00	$67.00	3	0	accesorios
7.50635E+12	Kalmax 20mg	$20.00	$40.00	$25.00	4	10	- Sin Departamento -
50332	Kantek Activo 20 Kg	"$1,578.03"	"$1,900.00"	$0.00	1	0	alimentos colibri
7.503E+12	Kantek Activo 2kg 	$170.00	$270.00	$196.00	0	1	alimentos colibri
7.503E+12	Kantek Adulto 2 Kg	$0.00	$280.00	$0.00	0	1	colibri
50331	Kantek Adulto 20 Kg	"$1,521.00"	"$1,800.00"	"$1,680.00"	0	0	alimentos colibri
75030	Kantek Cachorro 20 Kg 	"$1,301.00"	"$2,000.00"	"$1,700.00"	1	0	alimentos colibri
7.503E+12	Kantek Cachorro 2kg	$198.97	$300.00	$230.00	3	2	alimentos colibri
1234565	Kantek Cachorro Kg	$0.00	$120.00	$74.00	7	0	- Sin Departamento -
7.503E+12	Kantek Felino 3kg	$319.00	$480.00	$380.00	8	2	alimentos colibri
7.503E+12	Kantek Felinos 1.5kg	$181.58	$250.00	$196.00	7	2	alimentos colibri
7.503E+12	Kantek Razas Pequeña 2kg	$199.00	$290.00	$230.00	4	2	alimentos colibri
5030	Kantek Razas Pequeñas 8kg	$693.05	$850.00	$800.00	0	0	alimentos colibri
7.503E+12	Kantek Veteranos 2kg 	$245.00	$400.00	$360.00	2	0	alimentos colibri
7503	Katek Veteranos 15 Kg 	"$1,180.00"	"$1,400.00"	$0.00	1	0	alimentos colibri
7.50635E+12	Kir- Anthel 10	$23.00	$60.00	$50.00	198	0	ESPINOSA
7.50635E+12	Kir-Anthel 35 Kg	$80.00	$250.00	$120.00	19	1	ESPINOSA
7.50635E+13	Kir-Anthel MAX 2.5	$19.45	$65.00	$50.00	238	0	ESPINOSA
7.50635E+12	Kir-Anthel Max 10	$0.00	$75.00	$60.00	196	10	ESPINOSA
7.50635E+12	Kirodermal Jabon	$99.00	$140.00	$110.00	13	2	ESPINOSA
 3C0582B	Kynoselen 100ml 	$500.00	$700.00	$575.00	1	1	segavet
7.50641E+12	LASARNOL	$83.00	$150.00	$0.00	4	0	aranda 
 CHUKUS 	LOCION CHUKUS COCO	$55.00	$100.00	$0.00	2	0	DIPROFARVET
7.50303E+12	Lacto Pets 20 Capsulas 	$105.00	$350.00	$225.00	3	2	DYSVET
 J2V14129	Lagripet	$75.00	$120.00	$90.00	0	1	- Sin Departamento -
7.34448E+11	Laxa Pet 100 Gr Pasta Oral (laxante)	$144.00	$280.00	$200.00	1	1	aranda 
17030006209	Laxatone Gel	$235.00	$390.00	$300.00	1	1	ESPINOSA
7.404E+12	Lazzio Pipeta 	$120.00	$200.00	$140.00	0	0	LAS POTRANCAS
22559	Levivet 25 Ml 	$749.00	$900.00	$0.00	1	0	ESPINOSA
7.50303E+12	Librela (vendivetmab) 30mg .05 A 1 Mg/Kg 	"$1,610.00"	"$2,150.00"	"$1,850.00"	1	1	zoetis zeguez
7.50303E+12	Librela 10 Mg Vetmedi 10 A 20 Kg	"$1,150.00"	"$1,530.00"	"$1,350.00"	0	1	zoetis zeguez
7.50303E+12	"Librela 5mg, Vedinvetmab 5a 10 Kg"	$995.00	"$1,325.00"	"$1,150.00"	1	1	zoetis zeguez
7.50109E+12	Lodyvet 5ml 	$102.00	$200.00	$118.00	0	1	el vaquero
12345678910	MAKA CACHORRO 4 KG 	$0.00	$480.00	$0.00	0	0	alimentos colibri
7.50229E+12	MEGADOXI PLUS 60 ML	$88.00	$200.00	$120.00	0	0	TIPACAMU
1234	MELOXICAM SUSPENCION 	$112.00	$150.00	$135.00	6	3	segavet
 SIN CODIGO	MICO AID 100ml	$147.00	$240.00	$180.00	0	0	DIAGIPE
 MICROLILA	MICROTAINER TAPON LILA	$859.00	"$1,000.00"	$988.00	1	0	SAN LUIS
 MICROVERDE	MICROTAINER TAPON VERDE	$952.00	"$1,200.00"	"$1,095.00"	1	0	SAN LUIS
 ML68123	MLX Suspencion 30ml	$85.00	$150.00	$98.00	1	2	- Sin Departamento -
7.50657E+12	MUCO- PEEK 100 ML 	$109.00	$200.00	$0.00	0	0	aranda 
7.50303E+12	Maka Adulto 2kg 	$168.00	$270.00	$190.00	0	0	GRUPO ISA
7.50303E+12	Maka Adulto R. Pequeñas 2kg	$195.00	$290.00	$200.00	0	0	GRUPO ISA
7.50303E+12	Maka Adulto Razas Pequeñas 4 Kg 	$361.00	$500.00	$0.00	0	0	alimentos colibri
7.50303E+12	Maka Cachorro 2kg 	$195.50	$290.00	$220.00	0	0	GRUPO ISA
 MAKA 8	Maka Cachorro 8 Kg 	$680.00	$980.00	$0.00	0	0	alimentos colibri
7.50303E+12	Maka Felinos 3 Kg	$318.00	$480.00	$0.00	0	0	GRUPO ISA
7.50303E+12	Maka Gato 1.5 kg	$155.00	$250.00	$200.00	2	1	GRUPO ISA
240043	Maminthol 200gr Unguento 	$105.00	$200.00	$151.00	0	2	HUIMANGUILLO
7.50635E+12	Marboflox 5mg 100 Tabletas	$417.00	$800.00	$650.00	2	0	gomez tagle
7.50635E+12	Marboren 10 Tabletas	$231.00	$450.00	$400.00	5	2	ESPINOSA
7.50635E+12	Marboren-Flu 10 Tabletas	$336.00	$500.00	$450.00	1	2	ESPINOSA
 J2I14463	Marex Suspensión	$98.00	$150.00	$113.00	0	1	- Sin Departamento -
7.50201E+12	Megaderm	$545.00	$22.00	$20.00	28	0	- Sin Departamento -
7.50229E+12	Megadoxi 60ml	$84.00	$170.00	$130.00	0	0	DYSVET
327	Megludol 25 Ml	$42.00	$120.00	$80.00	3	0	ESPINOSA
7.50302E+12	Megluvet 20ml 	$48.00	$150.00	$0.00	2	0	- Sin Departamento -
7.34448E+11	Melodex 100ml Analgesico/ Antiperetico NUEVO 	$248.00	$400.00	$300.00	0	1	aranda 
7.34448E+11	Melodex Pets 0.5% 20ml	$110.00	$200.00	$127.00	1	1	- Sin Departamento -
7.34448E+11	Melodex Tabs. 30 Tabletas 	$173.00	$280.00	$0.00	87	30	aranda 
1234567	Metabolase	$650.00	$950.00	$0.00	2	0	SANTA MARIA
17030025934	Methigel 120.5gr Tracto Urinario 	$321.00	$400.00	$370.00	1	3	LAS POTRANCAS
7.50636E+12	Metoclop	$174.00	$300.00	$200.00	1	0	ESPINOSA
7.50657E+12	Metrolsul-Peek 30ml	$98.00	$150.00	$0.00	0	2	- Sin Departamento -
7.50634E+12	Metronid 30tab 250mg	$162.00	$290.00	$200.00	3	1	LAS POTRANCAS
7.50657E+12	Metrosul Tabs 20 U 	$110.00	$250.00	$0.00	1	0	- Sin Departamento -
7.50657E+12	Metrosul-Peek 60 Ml 	$160.00	$250.00	$0.00	0	0	- Sin Departamento -
7.50304E+12	Metroxal Pluss Susp 30ml 	$95.00	$150.00	$110.00	0	2	SANTA MARIA
7.50304E+12	Metroxal Pluss Susp 60ml 	$126.00	$250.00	$180.00	1	2	SANTA MARIA
 MX84123	Metroxal-Xl 30 Ml	$84.00	$150.00	$90.00	0	1	TIPACAMU
7.50228E+12	Micoplex Shampoo	$291.00	$380.00	$0.00	0	0	maria concepcion
7.50228E+12	Micoplex Spay	$211.00	$300.00	$0.00	0	0	maria concepcion
7.50226E+12	Micotic 20 Tabletas	$103.35	$300.00	$200.00	2	0	- Sin Departamento -
 M0941023	Midoxal 50ml Inyectable 	$95.00	$150.00	$0.00	3	2	SANTA MARIA
 MOCH-CH	Mochila Canguro Ch	$0.00	$200.00	$0.00	1	0	accesorios
 MOCH-M	Mochila Canguro M	$0.00	$300.00	$0.00	1	0	accesorios
7.34448E+11	Necain	$58.00	$180.00	$130.00	3	2	- Sin Departamento -
13245578	Neuro In	$803.00	"$1,000.00"	$0.00	1	0	ESPINOSA
7.50634E+12	Neurotrac Oral 18ml	$30.00	$100.00	$35.00	1	1	MERAGRO
7.731E+12	NexGard 3.6-7.5kg Tableta Masticable 	$203.58	$310.00	$250.00	1	2	SANTA MARIA
7.731E+12	Nexgard 15.1-30kg Tab Masticables	$227.58	$450.00	$300.00	0	2	SANTA MARIA
7.731E+12	Nexgard 2-3.5kg Tab Masticables	$192.00	$280.00	$230.00	1	2	SANTA MARIA
7.731E+12	Nexgard 30.1-60kg Tab Masticables	$257.00	$500.00	$350.00	2	2	SANTA MARIA
7.731E+12	Nexgard 7.6-15kg Tab Masticable	$215.00	$380.00	$230.00	1	2	SANTA MARIA
4.06495E+12	Nexgard Combo (gato) 0.8-2.5 Kg	$195.00	$300.00	$245.00	1	1	- Sin Departamento -
4.06495E+12	Nexgard Combo (gato) 2.5-7.5 Kg	$212.50	$350.00	$280.00	0	1	- Sin Departamento -
7.50634E+12	Nutri Covery Cat 180ml 	$322.00	$500.00	$0.00	1	0	DYSVET
7.50634E+12	Nutri Covery Dog 180ml 	$322.00	$550.00	$0.00	1	0	DYSVET
7.50201E+12	Nutri Plis Tabs 30	$217.00	$350.00	$249.00	2	0	dis. el vaquero 
7.50201E+12	Nutri Plus Gel 120.5gr 	$235.00	$380.00	$246.00	0	0	HUIMANGUILLO
7.50201E+12	Nutri Plus Tabs 60	$343.00	$500.00	$0.00	0	0	dis. el vaquero 
7.503E+12	Nutriplex Gel	$286.00	$350.00	$300.00	0	1	dist.gomez tagle
7.50302E+12	OFTACONAZOL (ITRACONAZOL)	$222.00	$340.00	$290.00	2	0	- Sin Departamento -
7.79804E+12	OHM	$469.00	$500.00	$540.00	0	1	segavet
7.50302E+12	OLEOVET ENZIMATICO 20 ML	$90.00	$200.00	$150.00	3	0	DIPROFARVET
12345	OMECAN	$97.00	$150.00	$111.00	1	2	segavet
7.93888E+11	OMEGA PARA GATOS 	$331.00	$450.00	$400.00	3	0	DEL VALLE
7.50634E+12	OMEGA TABS 30 TAB	$231.00	$420.00	$380.00	2	0	dist.gomez tagle
7.50657E+12	OMEPRA-PEEK 20MG	$105.00	$250.00	$150.00	0	0	aranda 
7.50657E+12	OMEPRA-PEEK 5MG	$91.00	$200.00	$120.00	0	0	aranda 
7.50641E+12	ONE Suspension  60 Ml	$247.80	$350.00	$290.00	4	2	HUIMANGUILLO
8.56348E+11	ORGANOMICS FELINOS PATO+PAVO 	$42.00	$70.00	$60.00	0	0	alimentos colibri
8.56348E+11	ORGANOMICS PATO+POLLO+PAVO	$77.00	$100.00	$90.00	1	0	alimentos colibri
8.56348E+11	ORGANOMICS SALMON Y PATO 	$77.00	$100.00	$85.00	1	0	alimentos colibri
7.50634E+12	OTIKO 18 ML	$133.00	$250.00	$0.00	3	0	DYSVET
7.50657E+12	OTO-PEEK CLEAN 120ML	$123.00	$180.00	$0.00	0	0	aranda 
7.50109E+12	Obryvet Soluc Oftalmica 10ml	$140.00	$240.00	$161.00	0	1	el vaquero
7.34448E+11	Ocusol Polvo 	$106.00	$150.00	$130.00	1	1	- Sin Departamento -
7.79804E+12	Ofloxacina 	$357.00	$420.00	$411.00	2	3	zegues
7.50636E+12	Oftaldex	$85.00	$150.00	$98.00	0	1	- Sin Departamento -
7.50636E+12	Oftaldic	$73.00	$150.00	$110.00	3	2	ESPINOSA
7.50636E+12	Oftalgen	$65.00	$120.00	$100.00	4	1	- Sin Departamento -
7.50636E+12	Oftalub	$189.00	$300.00	$250.00	6	2	ESPINOSA
7.34448E+11	Oftocip 	$72.00	$160.00	$130.00	2	0	maria concepcion
7.34448E+11	Oftoflox Solucion Oftalmica	$101.00	$170.00	$150.00	4	1	- Sin Departamento -
 OHM 21 TABLETAS 	Ohm Por Tabletas 	$23.00	$25.00	$25.00	21	3	segavet
 OLEOLAX	Oleo-Lax	$80.00	$170.00	$130.00	2	2	- Sin Departamento -
7.50302E+12	Oleovet Enzimatico 	$226.00	$350.00	$300.00	3	0	- Sin Departamento -
7.93888E+11	Omega 60 Tab	$323.00	$500.00	$350.00	2	2	DEL VALLE
7.50303E+12	Omegatrix 	$181.00	$350.00	$250.00	3	2	DYSVET
7.50223E+12	Omepra Pets  5 Mg	$127.00	$200.00	$145.00	0	1	SANTA MARIA
7.50641E+12	One Suspencion 30ml 	$141.40	$220.00	$180.00	0	1	HUIMANGUILLO
7.50226E+12	One Tableta 	$20.00	$50.00	$30.00	87	10	MERAGRO
7.34448E+11	Onsec 25 Tab 	$80.00	$250.00	$95.00	0	1	- Sin Departamento -
7.50109E+12	Opthavet Soluc Oftalmica 5ml	$161.00	$260.00	$200.00	9	1	LAS POTRANCAS
 F-22316	Osteo-Pet Suplemento 60 Tab	$251.00	$350.00	$289.00	0	2	- Sin Departamento -
7.50636E+12	Otilav Solucion Otica	$129.00	$150.00	$140.00	4	2	telvet
7.50302E+12	PARACAINA	$146.00	$240.00	$200.00	1	0	- Sin Departamento -
7.50303E+12	PET VITALITY 	$150.00	$350.00	$0.00	3	0	SANTA MARIA
 PIZETAS	PIZETAS 250 ML	$470.00	$650.00	$571.00	3	0	SAN LUIS
7.50302E+12	POLITRIACINA	$172.00	$300.00	$250.00	1	0	- Sin Departamento -
 P1	PONCHO TALLA 1	$100.00	$150.00	$0.00	2	0	- Sin Departamento -
 P2	PONCHO TALLA 2	$100.00	$180.00	$0.00	3	0	accesorios
 P3	PONCHO TALLA 3	$100.00	$190.00	$0.00	1	0	accesorios
 P4	PONCHO TALLA 4	$100.00	$220.00	$0.00	4	0	accesorios
 P5	PONCHO TALLA 5	$100.00	$250.00	$0.00	1	0	accesorios
 PORTAOB	PORTA OBJETOS	$76.00	$100.00	$88.00	4	0	SAN LUIS
 PREY PRO 	PRE&PRO BIOS SOBRE 	$37.10	$60.00	$0.00	10	0	ESPINOSA
7.50304E+12	PREDNILETAS D-10	$172.00	$350.00	$250.00	10	0	- Sin Departamento -
7.50304E+12	PREDNILETAS D-20	$245.00	$450.00	$350.00	11	0	- Sin Departamento -
7.50304E+12	PREDNILETAS D-5	$137.00	$280.00	$150.00	11	0	- Sin Departamento -
 PREGABALYN 30	PREGABALYN 30KG 	$861.00	"$1,200.00"	$0.00	2	0	ESPINOSA
7.50303E+12	PROPET	$147.00	$350.00	$0.00	2	0	SANTA MARIA
7.50107E+12	PROPLAN LATAS ADULTO 368GR	$52.00	$100.00	$0.00	7	0	CATSAVET
7.50107E+12	PROPLAN LATAS PUPPY 368GR	$57.00	$100.00	$0.00	0	0	CATSAVET
38100171085	PROPLAN VETERYNARI DIETS UR 2.72KG 	$471.00	$650.00	$0.00	0	0	CATSAVET
 CDOG	Paceador (correa) Con Collar DOG 	$40.00	$120.00	$0.00	9	1	accesorios
 PCH-COR	Paceador (correa) Con Pechera CH Cordel	$100.00	$180.00	$0.00	2	1	accesorios
 PM-COR	Paceador (correa) Con Pechera Mediano Cordel 	$120.00	$200.00	$0.00	0	1	accesorios
 PA-COR	Paceador (correa) Cordel Gd C/Collar	$100.00	$180.00	$0.00	0	1	accesorios
 J3H15131	Pal Aid 100ml	$85.00	$150.00	$100.00	1	1	- Sin Departamento -
 J3G15052	Paradex 30 Ml	$0.00	$150.00	$130.00	2	0	- Sin Departamento -
 PA-1	Paseadores (correa) Piel 	$0.00	$200.00	$0.00	2	0	accesorios
 PA-2	Paseadores (correa) Tela 	$0.00	$180.00	$0.00	2	0	accesorios
 PIEL-PECHG	Pechera De Piel Grande	$0.00	$250.00	$0.00	1	0	accesorios
 PECH-TELG	Pechera De Tela Grande 	$0.00	$350.00	$0.00	0	0	accesorios
 PECH-PIEL	Pecheras Piel + Correa	$0.00	$120.00	$0.00	3	0	accesorios
 PECH-TELA	Pecherra + Correa De Tela	$0.00	$120.00	$0.00	1	0	accesorios
7.50635E+12	Performance Calcio	$160.00	$350.00	$184.00	2	1	dist.gomez tagle
7.50635E+12	Performance Reconstituyente	$160.00	$350.00	$184.00	1	1	dist.gomez tagle
7.50641E+12	Pervinal Jarabe	$80.00	$180.00	$100.00	0	0	aranda 
7.50226E+12	Pet Life  Avena 	$55.22	$120.00	$85.00	0	2	HUIMANGUILLO
7.50226E+12	Pet Life Arbol De Té	$52.50	$120.00	$70.00	3	5	HUIMANGUILLO
7.50226E+12	Pet Life Jojoba 	$55.00	$120.00	$85.00	1	2	HUIMANGUILLO
7.50303E+12	Petflex 30 Cap Colageno Condoprotector	$603.00	$700.00	$694.00	3	3	DYSVET
7.50328E+11	Petflex Condoprotector 30 Cap	$603.00	$700.00	$694.00	6	2	DYSVET
7.50304E+12	Petskrim Crema Topica 	$95.00	$180.00	$120.00	24	2	TIPACAMU
7.89804E+12	Petzi Gatos Desparacitante	$25.00	$50.00	$30.00	3	4	- Sin Departamento -
7.34448E+11	Pirodex Inyectable 10ml	$100.00	$150.00	$115.00	1	1	- Sin Departamento -
 16PLA-3T03	Plato Chico 	$0.00	$70.00	$0.00	0	0	accesorios
 PPLA	Plato Entrenador 	$0.00	$120.00	$0.00	1	0	alimentos colibri
7.5064E+12	Pomada Ictiol 25gr	$74.00	$150.00	$85.00	0	1	MERAGRO
7.79804E+12	Poten Pet Gatos 7gr	$469.00	$550.00	$540.00	1	1	segavet
7.50228E+12	Pramoxine Shampoo 350ml	$291.00	$380.00	$0.00	2	0	maria concepcion
7.50228E+12	Pramoxine Spay 	$211.00	$300.00	$0.00	0	0	maria concepcion
7.5021E+12	Prantel Plus 40kg	$80.00	$200.00	$100.00	11	5	- Sin Departamento -
7.50635E+12	Pre&pro Bios	$371.00	$600.00	$450.00	1	0	ESPINOSA
7.50223E+12	Predni Pets L	$212.00	$450.00	$243.00	0	1	SANTA MARIA
7.50223E+12	Predni Pets M	$196.00	$380.00	$250.00	1	1	SANTA MARIA
7.50223E+12	Predni Pets Nvr S	$144.00	$280.00	$180.00	1	1	SANTA MARIA
7.50223E+12	Predni Pets XL	$372.00	$500.00	$0.00	1	0	SANTA MARIA
7.50228E+12	Predni-Care Antiinflamatorio	$20.00	$50.00	$25.00	2	5	- Sin Departamento -
7.50109E+12	Predoftal 5ml	$112.00	$200.00	$126.00	8	1	LAS POTRANCAS
7.50636E+12	Pregabalin-5 30tabs	$286.00	$480.00	$390.00	2	0	ESPINOSA
7.50636E+12	Pregabalyn-10 30 Tabs	$392.00	$580.00	$500.00	2	1	ESPINOSA
 8333C	Prifinial Comprimidos 8	$274.00	$500.00	$0.00	6	0	ESPINOSA
 1C3582C	Prifinial Solución	$265.00	$500.00	$450.00	0	1	segavet
6.71876E+11	Probioticos Gato 130 Tabs	$110.00	$250.00	$200.00	0	0	aranda 
6.71876E+11	Probioticos Para Perro 130 Tabs	$110.00	$250.00	$220.00	0	0	aranda 
7.50107E+12	Proplan/Lata/CN/156g	$54.64	$100.00	$80.00	5	1	CATSAVET
7.50107E+12	Proplan/Lata/EN/156g	$54.64	$100.00	$80.00	4	1	CATSAVET
7.50107E+12	Proplan/Lata/NF/377g	$59.62	$100.00	$80.00	2	1	CATSAVET
38100120144	Proplan/Lata/UR/156g	$54.64	$100.00	$80.00	4	1	CATSAVET
7.79818E+12	Protech Gatos +5kg	$85.00	$150.00	$98.00	3	3	telvet
7.79818E+12	Protech Gatos 5kg	$75.00	$120.00	$87.00	9	3	telvet
7.79818E+12	Protech Pipeta +40kg	$250.00	$500.00	$288.00	0	2	DYSVET
 PRO1	Proteina 500	$120.00	$250.00	$138.00	1	1	- Sin Departamento -
7.79804E+12	Proteliv Pasta Para Gatos 	$500.00	$700.00	$575.00	0	1	segavet
 PRUBAS3ERLANA	Prueba Rapida Biosintec EHR/BAB/ANA	$342.00	$700.00	$450.00	5	0	DEL VALLE
8.80914E+12	Prueba Rapida CDV	$285.00	$600.00	$380.00	8	2	SANTA MARIA
8.80914E+12	Prueba Rapida CPV Biosintec	$239.00	$500.00	$350.00	7	2	SANTA MARIA
